"","SNF2_1","SNF2_2","SNF2_3","SNF2_4","SNF2_5","WT_1","WT_2","WT_3","WT_4","WT_5"
"YBR058C",980,811,883,1104,678,405,733,487,829,687
"YBR058C-A",818,578,731,841,598,344,568,447,614,516
"YBR059C",3172,2741,2808,3579,2173,1426,1401,1265,2083,1460
"YBR060C",561,383,391,533,299,218,513,329,462,457
"YBR061C",270,184,182,220,143,123,282,213,253,304
"YBR062C",633,478,487,648,416,249,375,316,498,305
"YBR063C",179,166,183,232,150,60,179,106,149,156
"YBR064W",1,1,2,0,0,1,1,0,0,0
"YBR065C",97,87,97,118,57,47,104,78,110,105
"YBR066C",396,341,372,519,331,120,426,239,324,421
"YBR067C",1385,1153,1052,1335,893,3650,7360,5146,6453,8026
"YBR068C",4009,3287,3378,3888,2431,3247,4651,4036,5963,3940
"YBR069C",1373,1102,1031,1311,782,1187,2270,1409,2003,2203
"YBR070C",815,688,717,894,610,108,206,173,280,168
"YBR071W",931,819,785,942,669,313,420,409,651,383
"YBR072W",254,227,212,256,203,116,86,135,264,78
"YBR072C-A",9,7,2,6,8,2,1,4,0,3
"YBR073W",1442,1173,1247,1670,939,504,885,621,893,847
"YBR074W",904,773,835,1007,585,421,647,506,678,658
"YBR076W",148,106,90,151,85,42,88,61,101,79
"YBR076C-A",308,258,166,335,265,81,136,134,180,140
"YBR077C",976,866,694,913,652,230,392,361,544,344
"YBR078W",12649,11516,11023,12220,9086,6937,9470,7595,13314,9096
"YBR079C",3756,2748,3184,3923,2289,2268,4523,2898,4265,4999
"YBR080C",1633,1342,1396,1698,978,804,1117,1003,1445,1053
"YBR081C",1007,792,951,1114,611,363,644,444,674,590
"tR(UCU)B",0,0,0,2,0,0,0,0,0,0
"tD(GUC)B",0,0,0,0,0,0,0,0,0,0
"YBR082C",5987,5027,4485,6248,4446,2587,3499,3015,4942,3379
"YBR083W",882,627,591,804,545,373,605,490,664,570
"YBR084W",2151,2065,2069,2528,1274,1134,2071,1311,1961,2149
"YBR084C-A",9399,8080,8506,9786,6521,5150,8070,6082,9622,8934
"YBR085W",160,141,149,175,121,156,316,172,284,269
"YBR085C-A",1945,1455,1531,2095,1525,801,993,1107,2076,942
"YBR086C",4214,3314,3050,4525,2478,1946,2611,2159,3294,2411
"YBR087W",627,487,431,638,409,223,479,331,527,489
"YBR088C",137,104,115,136,97,45,93,78,103,80
"YBR089W",1,0,0,0,1,1,2,1,2,0
"YBR089C-A",1294,941,1066,1455,1015,499,632,632,883,612
"YBR090C",42,23,23,50,27,12,23,14,28,21
"YBR091C",220,183,178,230,186,104,170,120,199,181
"YBR092C",394,326,314,344,228,1101,1959,1220,1830,2171
"YBR093C",567,429,352,511,340,1066,1396,1089,1485,1693
"YBR094W",509,436,467,652,281,251,457,325,453,442
"YBR095C",549,410,495,572,331,228,371,308,447,343
"YBR096W",980,724,786,1150,644,337,576,531,820,513
"YBR097W",364,315,313,414,259,201,316,253,319,319
"YBR098W",287,214,238,309,159,94,160,122,211,184
"YBR099C",0,0,0,0,0,0,0,0,0,0
"YBR101C",1044,802,803,1001,635,389,926,587,886,972
"YBR102C",558,434,494,606,337,223,357,311,442,319
"YBR103W",838,737,733,957,557,351,461,376,522,443
"YBR103C-A",1,2,2,4,1,0,1,3,1,6
"YBR104W",372,291,281,343,252,261,419,283,406,449
"YBR105C",1466,1033,928,1278,807,447,864,657,925,711
"YBR106W",8479,7012,6622,7977,5800,4669,5416,4508,7463,5934
"YBR107C",377,329,290,400,252,172,267,206,308,199
"YBR108W",1164,1083,1113,1361,751,811,606,551,974,565
"YBR109C",3438,2898,2995,3417,2584,1406,1955,1734,2788,1950
"YBR109W-A",4,6,6,17,11,5,18,8,21,18
"YBR110W",1097,809,830,1134,610,432,715,639,863,629
"YBR111C",2664,1993,2230,2663,1910,950,1395,1306,2186,1269
"YBR111W-A",475,280,291,473,296,101,225,208,352,204
"YBR112C",2690,2308,2342,3251,1691,1870,1988,1569,2569,2040
"YBR113W",21,17,21,24,8,12,29,10,22,17
"YBR114W",880,805,864,1018,537,373,576,373,675,530
"YBR115C",1376,1264,1328,1547,984,1132,1194,934,1650,1067
"YBR116C",5,1,11,3,4,0,5,3,5,4
"YBR117C",185,121,123,139,111,90,115,104,161,135
"YBR118W",15886,13591,15444,14808,11033,11913,13254,10442,18607,15239
"YBR119W",446,319,309,525,283,136,327,241,348,282
"YBR120C",274,187,142,263,149,82,202,208,268,164
"YBR121C",5097,4207,4686,5705,3285,3093,4568,3526,5391,4949
"YBR121C-A",0,0,0,0,0,0,0,0,0,0
"YBR122C",664,503,529,702,479,271,488,443,585,419
"YBR123C",763,492,592,777,431,276,500,385,517,457
"YBR124W",5,0,1,2,3,0,1,1,2,0
"YBR125C",774,582,557,785,454,359,569,436,707,550
"YBR126C",9675,9788,10317,11096,7543,7506,6821,6702,10900,6566
"YBR126W-A",715,690,561,736,650,443,437,440,749,588
"YBR126W-B",114,108,140,158,89,70,65,76,116,75
"YBR127C",6201,5754,6177,6778,4810,3639,5208,4170,6263,5061
"YBR128C",225,170,143,208,133,56,151,123,154,142
"YBR129C",700,393,473,716,337,200,377,356,545,346
"YBR130C",955,622,637,924,596,308,827,609,699,765
"YBR131W",200,136,139,199,100,87,149,97,147,133
"YBR131C-A",0,0,0,0,0,0,0,0,0,0
"YBR132C",1016,732,653,1025,461,368,492,478,731,369
"YBR133C",805,624,616,866,459,363,613,451,637,617
"YBR134W",4,6,7,9,2,1,6,9,4,10
"YBR135W",724,560,392,713,468,336,409,323,511,487
"YBR136W",512,444,413,565,336,205,316,246,361,319
"YBR137W",405,322,362,423,277,133,236,246,351,191
"YBR138C",418,262,300,473,182,135,189,205,288,179
"YBR139W",2480,2072,1894,2667,1500,1187,1146,1327,2004,986
"YBR140C",1446,1214,1288,1682,947,735,956,905,1333,983
"YBR141C",142,116,126,151,114,62,117,85,126,102
"YBR141W-A",0,0,0,0,0,0,0,0,0,0
"YBR142W",338,255,293,382,186,220,601,330,404,586
"YBR143C",3275,2364,2650,3472,1789,1781,3400,2597,3572,3477
"YBR144C",9,6,3,10,8,0,4,5,6,9
"YBR145W",2087,1905,1895,2005,1410,1935,954,1389,3072,998
"YBR146W",939,666,677,898,615,525,851,757,1053,806
"YBR147W",382,250,277,371,229,144,72,111,264,51
"YBR148W",161,85,111,189,89,32,44,58,48,49
"YBR149W",4182,3549,3378,4342,2842,2390,2359,2652,4678,2058
"YBR150C",956,690,817,1040,514,321,599,450,651,521
"YBR151W",1794,1499,1469,1919,1126,1015,1356,1270,1764,1236
"YBR152W",187,145,172,208,95,61,143,89,135,153
"YBR153W",422,376,381,466,321,225,352,251,374,344
"YBR154C",756,552,620,848,463,307,1000,688,837,967
"YBR155W",524,466,511,610,415,224,626,393,508,677
"YBR156C",384,216,252,324,221,84,205,155,184,176
"YBR157C",373,255,252,398,214,180,351,297,334,341
"YBR158W",1616,1188,1219,1560,913,900,1976,1593,1747,1785
"YBR159W",2609,2106,2162,2790,1646,1023,1561,1304,2095,1520
"YBR160W",1087,885,760,1082,710,424,600,538,821,639
"YBR161W",441,311,296,441,234,198,333,272,464,311
"YBR162C",13332,11026,11751,12756,8550,5156,7169,5278,9043,6756
"YBR162W-A",1400,1196,1247,1692,1138,432,722,561,941,724
"YBR163W",687,509,492,733,417,236,512,360,500,483
"YBR164C",1079,890,985,1252,782,496,770,626,919,742
"YBR165W",492,340,270,454,252,152,269,224,342,236
"YBR166C",696,573,538,686,444,277,541,416,584,525
"YBR167C",428,352,290,459,277,130,223,215,300,225
"YBR168W",483,320,367,491,223,98,237,194,275,195
"YBR169C",1033,903,1000,1134,698,606,551,525,1113,476
"YBR170C",1083,968,848,1231,661,527,675,730,976,690
"YBR171W",1157,711,905,1261,651,317,721,616,805,641
"YBR172C",920,686,755,917,521,405,1057,585,865,1030
"YBR173C",2021,1795,1525,2058,1551,1004,1005,1014,1745,1181
"YBR174C",0,0,2,3,0,0,1,0,1,1
"YBR175W",476,376,416,537,314,218,281,248,341,281
"YBR176W",244,248,219,271,207,134,204,170,276,233
"YBR177C",2279,1589,1495,2207,1227,721,976,821,1447,996
"YBR178W",6,5,3,7,5,0,2,4,0,4
"YBR179C",668,494,514,679,391,253,448,327,482,375
"YBR180W",33,26,25,32,26,18,48,23,38,46
"YBR181C",3577,3426,3760,3870,2546,2288,3357,2453,4164,3703
"YBR182C",112,96,124,87,63,31,114,64,127,88
"YBR182C-A",9,11,6,9,7,2,5,2,7,6
"YBR183W",1118,823,796,1184,661,297,411,400,658,360
"YBR184W",71,48,46,67,43,13,21,18,29,33
"YBR185C",461,306,271,368,264,192,266,297,366,283
"YBR186W",88,79,88,109,65,33,104,81,83,95
"YBR187W",1753,1523,1507,1785,1269,1085,1833,1368,2021,1817
"YBR188C",295,257,273,331,200,123,173,165,186,184
"YBR189W",13282,11514,12556,14574,9701,8693,14245,10287,16870,14413
"YBR190W",9,8,5,4,5,1,7,6,6,14
"YBR191W",12119,10472,10316,12566,8655,7341,10681,7773,13840,11390
"YBR191W-A",78,15,21,71,5,5,42,47,25,38
"YBR192W",477,346,371,478,299,186,476,290,395,423
"YBR193C",536,436,400,449,307,208,336,268,398,283
"YBR194W",188,137,133,191,118,47,96,106,141,121
"YBR195C",319,202,208,293,192,137,270,186,299,263
"YBR196C",18053,19047,17503,19178,12817,16213,16098,13157,24838,16677
"YBR196C-A",20,7,9,8,5,3,13,9,16,10
"YBR196C-B",31,16,13,25,17,9,22,23,17,22
"YBR197C",315,283,298,282,236,204,292,187,311,271
"YBR198C",1924,1706,1711,2053,1217,939,1267,974,1439,1237
"YBR199W",3855,2916,2988,4210,2495,1447,1898,1808,2684,1805
"YBR200W",809,610,699,906,449,315,500,366,587,470
"YBR200W-A",2,3,4,8,7,3,0,4,0,1
"YBR201W",506,448,389,578,330,209,288,217,339,259
"YBR201C-A",321,222,197,291,179,73,136,131,154,115
"YBR202W",1450,1122,1144,1420,812,481,749,492,744,755
"YBR203W",1625,1109,1056,1528,757,458,694,624,897,575
"YBR204C",785,584,562,729,404,269,409,379,574,354
"YBR205W",1031,947,898,1076,652,560,732,595,937,731
"YBR206W",95,72,41,88,60,30,45,51,72,49
"YBR207W",2073,1691,1873,2176,1433,635,1208,875,1329,1140
"YBR208C",1337,967,1068,1272,691,680,818,596,917,843
"YBR209W",87,50,56,101,67,10,24,27,40,25
"tC(GCA)B",2,0,1,0,0,0,0,0,0,0
"tE(UUC)B",0,0,0,0,0,0,0,0,1,0
"YBR210W",454,258,288,405,233,108,243,228,248,221
"YBR211C",600,488,353,646,348,238,389,330,475,354
"YBR212W",4575,3263,2522,4226,2665,1373,2019,1725,2724,1773
"YBR213W",269,210,213,251,178,73,147,107,180,138
"YBR214W",3908,3288,2707,4128,2385,2116,2060,2027,3636,1803
"YBR215W",688,493,614,747,424,199,473,381,533,393
"YBR216C",528,413,450,539,329,221,354,312,492,320
"YBR217W",221,134,152,215,104,72,141,127,201,141
"YBR218C",3630,3228,3627,3527,2362,3249,2266,2126,4241,2257
"YBR219C",3,3,2,3,0,0,0,0,0,1
"YBR220C",597,514,465,553,346,297,470,319,498,444
"YBR221C",5322,4697,4432,5671,3244,2580,3038,2682,4258,2890
"YBR221W-A",34,17,15,38,19,7,12,16,26,13
"YBR222C",2118,1787,1763,2191,1366,1302,1190,1181,2146,1215
"YBR223C",387,361,296,390,266,164,235,155,302,188
"YBR223W-A",0,0,0,0,0,0,0,0,0,0
"YBR224W",9,3,1,8,2,3,8,4,6,6
"YBR225W",713,540,513,756,363,234,376,287,437,323
"YBR226C",75,29,35,78,28,9,33,30,31,25
"YBR227C",903,688,754,1024,584,339,558,451,620,530
"YBR228W",457,324,336,428,271,176,323,245,334,243
"YBR229C",1240,978,959,1401,784,584,766,653,1005,739
"YBR230C",3068,2008,1507,2922,1660,820,987,1245,1506,884
"YBR230W-A",1237,1004,848,1355,1062,244,188,217,401,220
"LSR1",214,103,160,267,301,61,168,238,167,198
"YBR231C",826,738,721,940,635,312,384,362,536,405
"YBR232C",2,6,6,11,4,1,4,5,5,10
"YBR233W",504,341,342,499,292,152,221,196,249,234
"YBR233W-A",241,191,156,235,155,75,133,104,181,147
"YBR234C",3305,2555,2679,3154,2411,1445,1813,1780,2744,1796
"YBR235W",1121,953,913,1210,717,546,735,628,944,646
"YBR236C",758,660,684,932,522,350,477,423,603,450
"YBR237W",806,574,658,958,480,243,567,414,584,484
"YBR238C",255,155,157,230,115,215,743,316,472,724
"YBR239C",302,262,239,322,210,164,328,190,348,290
"YBR240C",180,127,99,153,96,57,67,56,78,61
"YBR241C",1688,1450,1302,1600,1241,454,344,394,751,334
"YBR242W",455,379,342,487,332,195,422,300,439,451
"YBR243C",1048,745,691,1003,667,413,727,599,813,645
"YBR244W",129,84,87,149,88,263,587,438,746,592
"YBR245C",1200,974,1157,1370,759,545,860,636,921,873
"YBR246W",985,757,722,984,645,451,685,517,770,678
"YBR247C",137,145,162,173,111,156,413,177,234,416
"YBR248C",1246,1183,1284,1259,1007,1167,898,808,1751,887
"YBR249C",5095,3981,4142,4634,3417,3235,4458,3601,6252,4917
"YBR250W",44,24,30,38,23,4,20,12,19,20
"YBR251W",509,455,451,573,361,282,418,346,536,386
"YBR252W",647,545,494,726,561,422,683,499,736,823
"YBR253W",724,526,574,746,493,219,406,350,521,389
"YBR254C",302,236,194,254,185,137,210,182,264,238
"YBR255W",747,681,674,852,552,361,475,401,625,487
"YBR255C-A",516,320,364,530,349,137,263,265,345,243
"YBR256C",1861,1639,1531,1870,1321,825,830,1018,1530,809
"YBR257W",339,206,229,344,163,76,231,172,208,190
"YBR258C",245,166,171,228,161,71,126,107,173,120
"YBR259W",325,223,204,306,178,100,212,142,209,194
"YBR260C",655,459,511,684,375,279,396,350,471,385
"YBR261C",918,942,857,957,814,777,846,604,1092,1018
"YBR262C",725,494,490,667,460,274,483,434,606,383
"YBR263W",2936,2745,2657,3014,2039,1895,2313,1656,2905,2317
"YBR264C",772,647,488,726,537,308,390,334,520,445
"YBR265W",1533,1312,1239,1495,1080,775,1023,855,1235,1119
"YBR267W",145,104,93,106,67,130,330,143,192,367
"YBR266C",0,0,0,0,0,0,0,0,0,0
"YBR268W",865,680,614,741,588,473,489,469,760,637
"YBR269C",998,746,670,937,676,279,417,443,603,369
"YBR270C",349,216,218,319,178,122,203,152,217,182
"YBR271W",187,156,176,206,114,116,249,172,224,344
"YBR272C",432,338,335,456,263,188,253,220,298,254
"YBR273C",1225,1042,946,1175,715,628,685,574,990,650
"YBR274W",522,326,378,519,247,198,357,243,416,306
"YBR275C",779,644,706,975,451,276,469,312,400,460
"YBR276C",1445,1176,1250,1615,912,732,896,716,1123,928
"YBR277C",1,1,1,1,0,0,1,1,0,0
"YBR278W",228,187,254,250,172,105,151,133,187,141
"YBR279W",1414,1025,1194,1652,942,542,985,748,1051,908
"YBR280C",675,535,527,693,371,368,385,354,677,304
"YBR281C",768,690,693,951,488,331,501,352,555,455
"YBR282W",401,259,278,342,232,187,285,291,332,294
"YBR283C",4328,3797,3745,4908,2934,1952,3126,2564,3964,3181
"YBR284W",203,180,139,196,133,96,123,115,177,124
"YBR285W",186,95,69,168,64,70,80,116,155,101
"YBR286W",11489,10356,9650,11896,7587,7939,7996,6862,11576,7974
"YBR287W",2235,2084,2067,2506,1462,1807,2165,1774,3223,1756
"YBR288C",592,454,534,717,389,245,515,370,498,443
"YBR289W",698,617,546,739,427,418,509,392,614,503
"YBR290W",1388,1229,974,1633,933,563,847,664,1117,893
"YBR291C",401,301,246,374,300,170,280,237,377,284
"YBR292C",17,11,13,17,15,12,10,9,18,16
"YBR293W",659,465,384,659,400,196,377,306,504,337
"YBR294W",578,421,389,514,305,244,396,301,411,331
"YBR295W",636,578,555,659,413,379,494,408,635,435
"YBR296C",219,134,150,179,118,1325,511,896,1724,376
"YBR296C-A",22,14,17,20,13,2,7,7,3,2
"YBR297W",1056,616,580,921,524,401,432,518,651,443
"YBR298C",2688,1629,1553,2430,1191,762,1668,1435,1631,1373
"YBR298C-A",5,4,4,4,1,1,1,3,4,3
"YBR299W",105,81,64,103,39,21,26,31,32,21
"YBR300C",4,3,5,9,2,3,3,1,1,4
"YBR301W",11,11,6,9,7,2,5,3,9,6
"YBR302C",0,0,0,0,0,0,0,0,0,1
"YNL339C",0,0,0,0,0,0,0,0,0,0
"YNL339W-B",0,0,0,0,0,0,0,0,0,0
"YNL339W-A",0,0,0,0,0,0,0,0,0,0
"YNL338W",0,0,0,0,0,0,0,0,0,0
"YNL337W",0,0,0,0,0,0,0,0,0,0
"YNL336W",317,249,276,324,207,92,118,132,224,96
"YNL335W",13,17,6,9,6,6,3,6,12,8
"YNL334C",23,23,18,25,19,5,10,9,16,8
"YNL333W",109,95,81,110,89,42,31,28,47,28
"YNL332W",50,38,41,46,34,3,4,0,6,1
"YNL331C",330,247,222,330,171,108,174,166,226,163
"YNL330C",1675,1408,1330,1725,1105,785,1040,913,1259,1140
"YNL329C",780,600,597,853,473,371,547,458,619,556
"YNL328C",48,32,31,35,18,20,27,27,33,24
"YNL327W",2352,1851,1474,2148,1411,2392,3615,2571,4105,3336
"YNL326C",406,272,295,414,209,138,220,177,237,168
"YNL325C",432,335,337,416,243,141,224,166,278,204
"YNL324W",4,3,1,0,1,0,0,0,1,1
"YNL323W",799,741,725,979,515,401,564,488,672,562
"YNL322C",3233,3087,2444,3452,2307,1720,1526,1280,2455,1738
"YNL321W",1557,1357,1157,1797,982,754,916,715,1109,854
"YNL320W",686,475,476,701,403,256,374,333,483,323
"YNL319W",13,0,10,12,6,1,5,6,10,6
"YNL318C",1,3,2,4,3,1,4,0,1,3
"YNL317W",559,494,440,620,374,214,381,298,491,409
"YNL316C",315,228,224,325,193,144,185,176,243,244
"YNL315C",900,681,634,912,565,520,755,681,984,782
"YNL314W",394,302,285,395,248,121,200,180,271,216
"YNL313C",402,256,351,420,245,179,487,255,321,516
"YNL312W",969,888,879,962,748,446,644,556,769,643
"YNL311C",397,294,335,349,285,227,273,201,396,269
"YNL310C",572,495,455,550,449,270,314,280,362,305
"YNL309W",615,527,441,584,423,280,304,243,343,315
"YNL308C",1402,950,1107,1718,782,534,1572,882,1227,1798
"YNL307C",1937,1433,1487,1853,1018,761,1217,926,1413,1063
"YNL306W",1522,1135,1126,1622,885,685,890,836,1222,977
"YNL305C",1939,1715,1456,1812,1300,800,667,762,1348,633
"YNL304W",483,367,338,470,330,169,257,162,306,245
"YNL303W",163,20,57,109,33,12,110,102,67,114
"YNL302C",10993,9847,10070,11059,8030,8427,10889,7540,13282,12121
"YNL301C",1422,1256,1397,1525,1048,916,1967,1154,1781,2079
"YNL300W",494,403,345,529,385,845,934,800,1233,984
"YNL299W",176,123,110,148,99,56,193,88,101,222
"YNL298W",986,695,691,949,554,320,630,391,550,552
"YNL297C",1109,860,904,1294,647,420,756,670,903,684
"YNL296W",0,0,0,0,0,0,0,0,0,0
"YNL295W",505,461,466,601,334,205,352,270,372,310
"YNL294C",2239,1727,1672,2239,1239,916,1065,1001,1534,997
"YNL293W",1250,840,827,1173,590,439,615,595,895,532
"YNL292W",521,371,416,541,280,280,621,399,497,598
"YNL291C",791,652,623,802,479,315,482,401,532,476
"YNL290W",1462,1372,1109,1403,1084,732,884,689,1095,1013
"YNL289W",541,392,482,613,587,345,337,380,506,426
"snR40",18,10,7,25,10,4,17,9,9,11
"YNL288W",1348,1072,1047,1225,868,652,917,706,1070,867
"YNL287W",3349,2509,2721,3608,2053,1380,2198,1887,2687,1963
"YNL286W",390,347,359,469,312,162,314,234,386,289
"YNL285W",2,1,2,2,1,1,1,1,2,5
"tG(UCC)N",0,0,0,0,0,0,0,0,0,0
"YNL284C-B",43,32,32,38,28,35,39,36,53,34
"YNL284C-A",0,0,0,0,0,0,0,0,0,0
"tN(GUU)N1",1,0,0,2,0,0,4,0,1,2
"YNL284C",807,579,504,843,374,239,454,358,456,394
"tT(AGU)N1",2,1,2,2,0,0,1,1,0,0
"YNL283C",2551,2101,1909,2467,1629,923,1037,871,1240,1201
"YNL282W",150,133,132,152,103,93,135,86,142,149
"YNL281W",955,936,1075,946,777,664,967,631,1116,854
"YNL280C",1562,1656,1521,1904,1166,963,1213,922,1411,1141
"YNL279W",397,329,303,376,236,68,104,112,137,105
"YNL278W",802,769,672,882,625,281,389,205,458,355
"YNL277W-A",2,1,1,1,2,0,4,1,2,0
"YNL277W",588,526,487,597,433,226,212,163,307,206
"YNL276C",8,4,2,3,3,1,1,1,2,5
"YNL275W",512,369,327,523,288,196,297,257,327,292
"YNL274C",693,546,560,782,443,476,328,465,882,247
"YNL273W",381,357,359,471,264,166,237,167,250,258
"YNL272C",1025,754,883,1170,600,395,668,520,807,660
"YNL271C",2282,1795,1924,2663,1300,922,1493,1193,1657,1376
"YNL270C",119,111,95,115,78,30,61,42,55,40
"YNL269W",8,5,6,7,5,2,5,2,2,5
"YNL268W",3422,2392,2341,2966,1964,1245,2263,1625,2388,2092
"YNL267W",1301,1095,1104,1409,849,571,923,745,992,847
"YNL266W",15,13,18,24,12,4,20,6,10,6
"YNL265C",355,331,256,360,234,129,210,169,272,214
"YNL264C",794,603,613,785,463,314,537,400,669,517
"YNL263C",1652,1330,1244,1629,1064,562,895,753,1087,800
"YNL262W",847,669,680,876,465,334,538,407,597,552
"YNL261W",490,313,318,445,252,197,421,302,404,415
"YNL260C",232,160,183,263,134,76,157,123,142,139
"YNL259C",485,279,341,546,325,83,215,205,270,201
"YNL258C",886,756,828,1013,538,346,596,511,693,544
"YNL257C",730,640,690,876,474,327,495,415,633,451
"YNL256W",762,578,570,828,431,310,692,475,652,783
"YNL255C",3909,3208,3038,3806,2438,2537,3690,2726,4307,4199
"YNL254C",200,166,102,194,108,88,217,152,180,198
"YNL253W",488,376,378,537,273,177,324,277,384,299
"YNL252C",604,423,484,566,359,260,409,383,558,354
"YNL251C",1288,973,911,1430,751,867,1459,999,1168,1747
"YNL250W",617,533,531,699,396,184,341,262,421,291
"YNL249C",262,209,237,285,178,111,188,159,225,171
"YNL248C",482,387,431,513,328,455,1146,633,822,1230
"YNL247W",2825,2468,2438,3150,1871,1525,2341,1632,2606,2632
"YNL246W",968,810,897,1110,713,510,744,579,814,619
"YNL245C",476,357,383,447,289,200,293,260,381,262
"YNL244C",3875,2663,2967,3857,2685,1618,3532,2551,3814,3446
"YNL243W",3864,3307,3406,3866,2549,2380,2133,1865,3179,2136
"YNL242W",949,848,740,1020,581,422,437,505,618,416
"YNL241C",6695,6492,6227,7245,4621,3685,3191,3339,5380,2837
"YNL240C",635,589,531,653,418,379,524,334,543,574
"YNL239W",2941,2487,2359,2993,1836,1206,1146,1293,2005,1100
"YNL238W",1537,1134,1165,1443,917,681,1195,828,1227,1154
"YNL237W",685,532,492,685,457,234,359,319,465,295
"YNL236W",547,341,381,517,318,214,464,341,430,429
"YNL235C",15,6,10,23,21,9,13,9,21,12
"YNL234W",764,476,417,668,412,163,498,308,409,481
"YNL233W",839,679,708,917,533,244,376,320,487,391
"YNL232W",847,630,656,863,578,392,704,468,667,793
"YNL231C",1011,720,852,1084,665,633,1395,989,1252,1460
"YNL230C",247,257,238,315,180,163,225,160,252,266
"YNL229C",1314,1010,1064,1410,835,698,1074,869,1309,980
"YNL228W",2,2,0,2,0,0,0,1,0,2
"YNL227C",175,69,131,162,64,33,123,96,111,134
"YNL226W",6,0,3,5,2,0,1,4,3,3
"YNL225C",582,401,493,718,387,88,308,231,314,278
"YNL224C",687,535,677,780,460,336,543,435,595,511
"YNL223W",742,632,592,752,463,260,345,341,491,359
"YNL222W",254,193,188,287,161,93,152,137,192,183
